0,0,-0.89743579612201052
0,2,-0.0085760615918462763
0,3,0.0091276961279885428
0,5,0.0088302232708907871
0,8,0.0094004823147415574
0,9,0.008521122454373033
0,10,-0.0092986071066890885
0,11,0.0093738212322332405
0,15,-0.0088271759997944274
0,16,0.0086588049549538235
0,17,-0.0089824135459581501
0,21,0.0087238887695746097
0,23,-0.0093948906858352076
0,25,-0.0089792867164113534
0,31,-0.0090532874803041837
0,34,-0.0087785260268191147
0,35,-0.00864447709633351
0,40,0.0087667848828873792
0,43,0.0092998017517903677
0,45,0.0090674629490135224
0,46,0.0089363291685213026
0,50,0.0073505777670230367,-0.0054476187855712075
0,53,0.008363398482915993,0.0027701457131158562
0,56,-0.0087177259636652786,0.00028143350048686754
0,57,0.0086412419375071648,-0.0
0,58,-0.0086293579979942504,-0.0016386926188086716
0,59,0.0047749846372417788,0.0074067099870796394
0,60,-0.0012871514389227198,0.0085744112839411541
0,65,-0.0078911490267783713,-0.0038611081390536161
0,66,-0.0054806206250100136,-0.0066147267002378057
0,67,-0.0070996908248985831,0.0057944776036375125
0,68,0.0087464217957277431,0.0019945939426220722
0,71,0.008424291374021722,-0.00086578667138088427
0,72,-0.0062672562625721287,-0.0049342098110648717
0,73,-0.0047746856874993924,-0.007636177147512543
0,74,0.0011507868036365143,-0.0091310567665790088
0,75,0.00051753692517322294,-0.0087012659816454209
0,76,0.0,0.0091006439127283359
0,77,-0.0024609592752017472,-0.0082712532739103537
0,78,-0.008859133415708851,-0.0
0,79,-0.0067757025636836993,-0.0056089783619542076
0,80,0.0058254068892269646,-0.006582403678721818
0,83,0.008578865294203708,0.0009686018641158477
0,88,-0.0048478751270318969,-0.0076973500239770178
0,89,-0.0086095102488345128,-0.0039454732964649061
0,90,-0.0071862976504393156,0.0051937553153747389
0,92,-0.0073457851964490468,-0.0046414759103018234
0,94,-0.0023719518347739251,-0.0083255120247006532
0,95,-0.0087363553644560429,0.00042474708632749258
0,96,0.0047743283984055451,-0.0069629526717529819
0,99,-0.0020742774362689544,-0.0082088905983030702
0,102,-0.0078543415131470673,-0.0043905866158649954
0,103,-0.0044683372842506735,0.0074384238017864771
0,108,0.0009199403197068394,-0.0093027127361940548
0,113,0.0081869430803719698,0.0015835626973687974
0,114,-0.004052478036537582,-0.0076385740564950183
0,115,0.0081382149796462265,-0.0043176649965234078
0,117,-0.0021112467484031856,0.0092508933296163338
0,118,0.0080227116356662975,0.00093316089511949051
0,122,-0.0036888316588227343,0.0076001220259430029
0,123,-0.0024914696652746037,-0.0082062800874504946
0,124,0.0053501099491437085,0.0074165795201115966
0,125,0.0016599827340793177,0.0092402693769363647
0,126,0.0085770591817422529,0.0
0,127,-0.0040096704480791848,0.0078504730418132614
0,130,-0.0091956784451421979,-0.0020711799692384779
0,132,-0.0088053423842426939,0.00073822116079238858
0,133,0.005032240999457452,-0.0066924935292041847
0,134,0.0077231128805778128,0.0044025783169070716
0,138,-0.0074314929645338526,0.0051704156826132969
0,139,0.0076051943409765031,0.0047206205226715571
0,140,-0.0013737620942422533,0.0092260866385600604
0,142,0.0,0.0087633546995410719
0,143,0.0076537395474557792,-0.0054305775663373492
0,145,0.0076723365988063362,0.0052775387650480727
0,146,-0.0055690546569650192,0.0068334219991372505
0,147,-0.0082257651495181161,0.0021123323169539923
0,148,-0.00013106837360924134,0.0087554206531264625
0,149,0.0088202274632631326,0.00055787980923534134
0,150,-0.0073521527880919708,0.00074091908463798709,-0.0044304099505879822
0,152,-0.0078282538498541665,0.0031392261731517756,0.0044115379130465751
0,154,0.0038580689987889804,-0.0,0.0078224361772452605
0,156,0.0028819075408861327,0.0072819230505956709,0.0052783753574312826
0,157,-0.003803153002944564,0.0048782675446901493,0.0069190828239222889
0,158,0.0,0.0087239333276652228,-0.0019670118719750918
0,160,0.0054104133996167444,0.0,-0.0077583166849808007
0,161,-0.0050285149994278551,0.004744137061216137,0.0060287466777618169
0,163,-0.0023825447492659552,-0.0052782907886750946,-0.0056499640599511052
0,164,-0.0088731661552442481,0.0001123392176693199,-0.001772293078511836
0,166,-0.00038177164705868895,-0.0087458879373437763,-0.0
0,167,-0.0,-0.0056500003845989227,0.0076495389465817791
0,168,0.0080297749436166778,-0.003894340121209526,-0.0032422482488654474
0,174,0.0074951322433900649,-0.0045114047707822541,0.00087647143898261423
0,176,-0.0015445491246803944,-0.0019694754180100502,-0.008549506076541584
0,177,0.003090586012880335,-0.0027716552242732645,-0.0076026591693449481
0,179,-0.0057844155467703601,0.0065986952949409856,-8.4881725853370101e-06
0,180,-0.0045568564882794592,0.0050848939335375555,-0.0053334336295015328
0,185,-0.0056006948005289554,-0.0073415319379906852,0.0013158569719211989
0,187,-0.0063879054600670055,-0.0033244407231147032,-0.0060832501349228586
0,188,-0.0084023675029105543,-1.2277617326937502e-05,0.0038609201975709716
0,189,-0.00087924510374961997,0.0033008630829626058,0.0079412853708027281
0,191,0.002409628189817064,0.0031798471994832923,0.0070367437945531332
0,196,-0.0061421001799283059,0.0059205143374975976,-0.0023945126777219542
0,199,-0.00033204380092396031,0.0058659744423850404,-0.0067200605677651907
1,1,-0.72323836123211849
1,2,-0.010068998607193515
1,7,0.010087860769166521
1,10,-0.0098066063926962477
1,11,-0.0092571013581014272
1,14,0.0087167855751306752
1,15,-0.0097469086895716536
1,16,0.0091144380526200601
1,18,-0.0096527267817054837
1,28,-0.0091740747017203163
1,29,0.0088423914321259008
1,30,0.0096949145772743887
1,32,0.0089152743745381409
1,34,-0.0091618288434011045
1,40,0.0099773649942486928
1,41,0.0096952769861053893
1,43,0.0094549424154838531
1,48,-0.0089800390767591758
1,50,0.0046656171449941369,0.0086147228139230782
1,51,0.0041401544040530116,0.008492564196508099
1,52,0.0040956448347336319,-0.0085609987246590708
1,53,0.0045088451187045922,-0.0082010910600684508
1,55,-0.0081139689730790488,-0.004948972741541012
1,57,-0.009920053910967527,0.0
1,58,0.0081695007878500609,0.0054809086357080778
1,59,0.0096825662385355438,0.0
1,60,-0.0090844826592760552,-0.0032042502626370849
1,63,0.0060763335895138342,0.0071380145808155673
1,67,-0.0092730577186748431,-0.0
1,68,0.0,-0.0092546625877357354
1,71,-0.0031526830388878724,0.0087354079214207406
1,72,0.0058892116599336027,0.0054833836397808252
1,73,-0.0091029247808995118,-0.0027722843823297493
1,79,-0.0048073075446905655,0.0085256353557647737
1,81,0.0065471519311714873,-0.0066786946549959487
1,85,0.0058147083398282029,0.0064885538390102729
1,86,-0.0093302448933481157,0.00010515898138300504
1,88,-0.0047646212092489594,0.0085508879985530077
1,89,0.0060391773769519061,0.0063248397727198201
1,90,-0.0087551121628732485,-0.0035980813820787497
1,93,-0.0054776841089577075,-0.0082856570331157307
1,95,0.0064175453075677024,0.006047373229632
1,96,-0.0051395371258662502,0.0061564557335448376
1,97,-0.0053599032288960064,-0.0072096713501293187
1,100,0.0067922480860468596,-0.0068461158553235176
1,101,-0.0,-0.0093005817171891957
1,103,-0.008106827019684168,-0.0052972636184776892
1,105,0.0086999989079099387,0.0013503450864817742
1,107,-0.0088742487696652755,0.00072996584120322791
1,108,0.005227774668999474,-0.0076488009962574002
1,109,0.0068982269791633159,0.0069134078516603463
1,111,-0.0043233572103051239,0.0089291505083220861
1,112,-0.0,-0.0092084843675293935
1,113,0.00089683220696453901,0.0086432549021339816
1,115,-0.0041650173080684631,-0.0084574433719876267
1,117,0.0025189589244315087,-0.0087443210822106491
1,119,0.006892097478580622,-0.0060277048021369151
1,120,0.00039621892122571257,-0.0090757889065963843
1,122,-0.0090308104655129912,-0.00067877573878611427
1,123,0.0067017449382559789,0.0070711107238545425
1,125,0.0052198561222979991,0.0081050653691289529
1,131,0.00091098969871281879,0.0091224013922238008
1,132,0.0071329785385526139,-0.0070698696847974803
1,134,0.0025361017111555804,-0.0090851653952741078
1,135,0.0091382181267445853,-0.0
1,137,-0.0064622266016932774,-0.0060925803081053938
1,138,0.0094557949863353641,-0.0013609815319700288
1,139,-0.0091277493317321618,0.0021098182696604162
1,141,-0.0094187704982627886,-0.0035538303968634393
1,143,-0.0091214748075870346,0.0
1,147,0.0070111540133344155,-0.0054750705217998293
1,149,0.0057751892543007784,0.0075683137092031781
1,150,0.0,0.0050818651962736289,-0.0084531659298964709
1,151,-0.0024808928867673078,-0.0089825664175397311,-0.0
1,152,0.0045357426908949746,0.0088676869711496551,-0.0
1,154,0.0054171127751821112,-0.0010714451240514491,-0.0081841524883769206
1,156,0.0010187172288051247,-0.0060531954127831704,-0.0071080078811603994
1,158,-0.0057269042811193532,0.0074088357405273954,-0.0
1,162,0.00088104329488527362,0.0094344430695229541,-0.0028257879828735124
1,163,0.0035475764141306336,-0.004925578057571745,-0.0057599686954513361
1,164,-0.00099766786985135657,0.0069698201335509687,-0.0065014595750982054
1,168,-0.0015169847507593198,-0.0021171816631295184,0.0094813331114807723
1,171,-0.0079350743789546197,-0.005056249029187521,-0.00055388223853319375
1,178,0.0022068117578932195,-0.0093013168911869615,-0.0012211997754122648
1,180,-0.0038062414594472859,0.004281648442486562,-0.0064547185187268886
1,182,0.0,0.0091715667733880124,0.0021612856531499033
1,184,0.0021002641491705888,0.005726870033891494,0.0058264029947805527
1,185,-0.0051705612074515765,-0.006167286610651513,0.0048049423399923654
1,186,-0.0054798065291917141,-0.0014122372176847465,-0.0064231256712412354
1,187,0.0068540627207773971,-0.0018571976168435165,-0.0054389771289107026
1,189,0.0049527046938801665,0.0027751252952225858,-0.0067306084695208821
1,191,0.0067183067570414151,-0.0045115543359430712,-0.00060164879553325189
1,192,0.0077973652103455549,0.0037798746124838066,0.0037419448230743692
1,195,0.0029211625528342182,-0.0054634392370606216,0.0060650080593903062
1,196,0.0091521848835335769,0.0,-0.0
1,197,-0.0074533659375703365,0.0064545401893202226,-0.0
2,2,0.33253361408829485
2,4,-0.0094439465398964799
2,5,-0.009799908839047149
2,6,-0.0097564093625291809
2,7,-0.0098750323752949364
2,9,0.0087097839223158995
2,13,-0.0088768923255726148
2,16,0.0090378431827431299
2,22,0.010414403486105813
2,24,-0.009393916189569293
2,29,0.0088136602770925235
2,30,0.010196715621609264
2,32,0.009174094216678445
2,33,0.0094721339466081328
2,34,0.0092656370629795939
2,35,-0.0088113744871093878
2,36,-0.0088681049908365239
2,40,0.010045173984249556
2,43,-0.0085905017937414913
2,45,-0.0093016024124352066
2,46,-0.0093632800279961452
2,49,-0.0094117749416574407
2,54,0.0017760944051010265,0.0094606596233176108
2,56,0.0078651512956549006,0.0045879020596333109
2,58,-0.0056799258939488097,-0.0087142109466091851
2,60,-0.0016574238950343735,0.0088917682438231834
2,65,0.0096863265285493435,0.0027082881126275524
2,66,-0.0060075804780575798,-0.0075307133326122412
2,68,-0.0086275454197988835,-0.0052440341203342346
2,71,-0.0030172663859852691,-0.0082762510618793368
2,72,0.0073793727841975649,0.0029304922425139957
2,73,0.0069686325935743769,0.0067456911188171036
2,76,0.0,0.0095709506527015958
2,77,0.0087464172940997561,-0.00085345778138813178
2,81,-0.0019248747414526025,-0.0096409683425410508
2,82,-0.004088939180845041,0.0088328633951004765
2,85,-0.0078300745828369968,0.0040902619065523805
2,88,0.0064793409460446932,0.0072309686285112309
2,89,-0.0059608707094577036,-0.0075362648945566241
2,90,-0.0056136987617161557,0.0068032838058517059
2,92,-0.009377687045313509,0.0011828289616081643
2,94,-0.010041028764270805,0.0
2,95,-0.0064946976329471173,-0.006202722318872817
2,96,0.0081596158841366079,-0.0
2,98,-0.0080475920684287498,0.0050495216804647613
2,99,0.0051607154692996857,-0.0067289576312067481
2,100,-0.0072323027977673265,-0.0063848959046245652
2,102,0.00092080703216778216,0.0086698851162889286
2,103,0.0081878931621520625,-0.0038133827493204713
2,110,-0.0085280327846705261,-0.0044135114338409243
2,111,-0.0090279452631635004,-0.0017353532775227032
2,112,-0.0040348727592047166,0.0087497695164105004
2,113,-0.0074814711483020477,-0.003976392051554669
2,116,-0.009324103956830615,0.0033286756462887058
2,117,0.007780115430855725,-0.0062852933365315656
2,118,-0.0025765978562002586,0.0080064162785442837
2,119,-0.0086912789399472955,0.0025737933041606038
2,121,-0.0089052254955699559,0.00096018320577316249
2,123,-0.010209650657904506,-0.0013293142031321451
2,128,0.0021336755390354723,0.009820224664882948
2,130,0.0085511430745959603,0.00079956754486028877
2,131,-0.0052659000340402979,-0.0075543360663339219
2,132,-0.0082606278106989329,0.006335671380156443
2,134,0.0059389026467006828,-0.0067975699274982933
2,135,0.0081106097972643842,-0.0045172021160581463
2,137,-0.0062515134858430882,0.0060092698693979723
2,140,0.0093086831157629807,-0.00017690626974636999
2,141,0.0073553244528794222,-0.0060694129002449963
2,145,0.003241008089009967,0.008240687003267794
2,147,-0.0089688301681887482,0.0014785348903815644
2,149,-0.0092993637980916897,-0.0011031212434078508
2,151,0.0011271482504344131,-0.0069932632187982447,-0.0075701720712194366
2,152,-0.0051047017463831876,0.0048089874148254984,-0.0067350925144221913
2,153,0.00039458095823697713,-0.004936168161876614,0.0079781542987174096
2,156,-0.00817359733203709,0.0035546855909309176,0.0
2,157,0.0055083446376454938,0.0061877464249239849,0.0032696927525306639
2,158,0.0036098768782681224,-0.00029537402051045834,0.0078810981545579164
2,160,-0.0084069505308347163,0.0044831345518809495,0.0
2,161,-0.0066876783439530412,-0.0014395040692720426,0.0063209623163631512
2,163,-0.0081370143056444383,-0.00087798791390509483,-0.0
2,165,0.0025776432545257396,0.0059838651672672613,-0.0056839147179391248
2,172,0.009098566376155583,-0.001688210387239767,0.0
2,173,0.0070225849325595488,0.0028520778669073339,0.0031591592631164691
2,174,-0.0,-0.0087267797558169598,-0.0032161091759498792
2,177,0.002393592217239855,0.0052342989278731994,-0.0075359883522885191
2,178,0.0035340974647568336,0.0012907943892697712,0.0093581900740351016
2,179,0.0054852388177535662,-0.0032164572299949352,0.0060140275368460328
2,180,0.0053612862389210685,0.0065311492272490139,-0.0013179104609779889
2,184,-0.0082570662595350449,0.0018987009156170426,-0.0023099099454833658
2,186,-0.0041350968203782276,0.0070467033227289725,0.0032148694163577417
2,189,0.0060641890209802082,-0.00038615920058752572,0.0064517135979715486
2,196,-0.0,-0.0074055305601430808,-0.0052076670500591444
2,199,0.0062637351991493137,-0.0071087873576550047,0.0038668965311628228
3,3,-0.24972118961938916
3,5,-0.0090693156810971228
3,6,0.01004336157095778
3,8,0.009366493636325534
3,17,0.0095090368577015541
3,19,0.009244250811731549
3,22,-0.0093030046902499372
3,25,-0.0087445747572271713
3,26,0.01007890091572739
3,27,-0.0097161803152584908
3,30,0.010078472085088079
3,31,-0.0088860625053225253
3,33,-0.0090181101986844241
3,34,-0.0084928362530307753
3,36,0.0089571697476505414
3,37,-0.0091291695399964359
3,42,0.0091319111583633272
3,43,-0.0092783753491833317
3,48,-0.0090820130746492103
3,50,0.0034345866297113789,-0.0090409176183150267
3,52,0.0046580335118437208,0.007643301421347024
3,53,-0.0011797227176222125,-0.0098538035282093785
3,55,-0.0033454623003479379,0.0090507984367778349
3,57,0.0075188463475440023,0.0064487359619738397
3,60,0.006104269004694819,0.0065800353427846901
3,62,-0.0097547769753515076,0.00017772175482133184
3,63,0.0014950845971966002,0.0086228030433686993
3,64,0.007310180970177685,0.0050924813143591293
3,65,0.0095544991922885784,0.0026855483513808496
3,67,-0.0054314382908200098,0.0067520721972321165
3,69,-0.0064719242453482647,-0.006060918575864549
3,70,-0.0076435596611504012,-0.0059180819206408808
3,76,-0.0,-0.0088909274352311964
3,79,-0.008978243145450272,-0.0035039283586941455
3,80,0.0028145110409933988,-0.0090656936235551933
3,82,0.0096413084816266165,0.0
3,84,0.0031145721816228074,0.008320985132911924
3,87,-0.0089260950788675412,-0.00068030800184698688
3,88,0.0056514529854189664,0.0075332604093533611
