8.033235616806472246e-01,1.124517281716056610e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.193302515279895566e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.124517281716054702e-02,8.046593428257935443e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,8.030967594280216115e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.751829383155153519e-02,1.924394532010766656e-01,0.000000000000000000e+00,0.000000000000000000e+00,6.787551664210360325e-02,3.702148573670970000e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.093473387442076117e-01,1.196845465387871149e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.072912361319422470e-01,1.551711709079266754e-01,6.977229518714044010e-02,4.538723949777236782e-02,2.391326043266521761e-01,1.238371982099406854e-01,1.888577774945883747e-01,1.665859029820626613e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.196845465387870802e-02,8.017130020308661509e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.418877352475437892e-01,1.767468804197151466e-01,3.015058608440091548e-01,1.523984194931080061e-01,3.967643354495810348e-02,3.215373088418239655e-01,3.312100664155379071e-01,3.165040973984863948e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.011273597787595957e-01,0.000000000000000000e+00,0.000000000000000000e+00,2.951393082567174142e-01,1.560014400538588253e-01,2.976532974597081438e-01,1.766681391786721622e-01,3.020312122853995307e-01,4.349128957461342870e-01,4.314880692441220300e-01,3.598497076922341775e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.822530489151301739e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.079610893229146606e-01,1.533286623768529734e-02,1.714094961056382149e-01,2.314438926303637178e-01,4.235519743870617138e-01,3.623211102078148227e-01,5.002344224214148038e-01,3.687706956210007880e-01,5.303830521672304732e-01,6.966820974225108598e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.739563719917615714e-02,0.000000000000000000e+00,1.669099356286089797e-01,2.124401016131367836e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.533286623768531642e-02,8.243852515161069761e-01,5.452593880497977885e-01,4.231852544572032859e-01,3.364388394653121117e-01,6.163430699644443234e-01,5.416013764744856962e-01,6.678359958086811377e-01,6.945870917071522710e-01,7.356639229274024583e-01,0.000000000000000000e+00,3.407926757906397097e-01,2.719883314379908934e-01,0.000000000000000000e+00,1.487867720193807308e-01,3.113744597851632601e-01,4.105480894612593690e-01,4.172249239585817393e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.193302515279896781e-02,0.000000000000000000e+00,0.000000000000000000e+00,1.072912361319422470e-01,3.418877352475437337e-01,2.951393082567174142e-01,1.714094961056381872e-01,5.452593880497977885e-01,8.088426835516855817e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.551711709079267032e-01,1.767468804197151466e-01,1.560014400538588530e-01,2.314438926303637734e-01,4.231852544572032859e-01,0.000000000000000000e+00,6.928755871311510361e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
