0,0,0.94690116502896871
0,1,-0.028499405495747313
0,2,-0.030480262120324442
0,3,0.029139078409736952
0,4,0.028842963090387773
0,5,-0.02831156991258911
0,6,-0.029727948637213182
0,7,-0.029214520461470155
0,8,0.029069609873102479,0.0097869732791666508
0,9,-0.0,-0.030583759006731933
0,10,-0.0071765670501729552,0.027983720362286534
0,11,-0.0091135876887158268,-0.028933428214884132
0,12,0.027652987351544103,-0.012456190720914724
0,13,-0.026932246647469679,-0.0083343249957509979
0,14,0.020974310055773451,-0.01907327433195909
0,15,0.030429573887283994,0.0014766245492048209
0,16,0.028486254397997429,0.0067501644734051626
0,17,0.0015416144127759239,-0.029884868896056332
0,18,0.0082229374548229376,0.029328510412699332
0,19,-0.0,-0.02986762906903434
0,20,0.030642868027986991,-0.0
0,21,0.019541504622403338,-0.023322342926171521
0,22,0.016672861563387313,-0.026223506366005865
0,23,0.0056008075331462704,0.030482223856076105
0,24,-0.013372684903551346,0.021817986672045115,0.015428467654272323
0,25,-0.01415031600361453,-0.019810119230083609,0.01930600505095004
0,26,-0.015110038077531196,0.021894210101737994,-0.010929410822910688
0,27,-0.0041067110290794176,0.020030424264893199,-0.020990780277351146
0,28,-0.012890572175987167,-0.028237515309737261,-0.0017603941878591059
0,29,-0.03079805595959657,0.0,0.0020405174913292463
0,30,-0.0019397166672827824,0.0091437201123393611,0.028905605664854679
0,31,-0.027726136526172954,0.0082088528204463142,-0.0081139911561462497
1,1,0.68805861050649741
1,2,-0.03138516210572289
1,3,-0.032872122080502837
1,5,-0.032254948510182402
1,6,-0.034159533189814233
1,7,-0.032727709976796901
1,8,-0.02870069099672393,0.014980665102932769
1,9,-0.02990254666875785,0.0023262914460402163
1,10,0.034292624733485919,-0.0
1,11,-0.028991687444541808,0.013700599658802885
1,12,0.020972245845538466,-0.023746038407808829
1,13,-0.022912228393071363,-0.021554327466636374
1,15,-0.023137791593785009,-0.020717442754442435
1,17,-0.010765633187746265,-0.029032690558795708
1,18,0.012029135393863074,-0.029057320343808098
1,19,-0.023900989607236876,0.021257221441607813
1,20,-0.031330165082808316,-0.014126672495500129
1,21,0.0045346597192733882,0.031217368221659332
1,22,-0.032423764235494298,0.0030716656546156541
1,23,-0.0039127773984466031,0.031585207456393066
1,24,0.027685338346107001,0.00064828924053937382,-0.014596397384522598
1,25,-0.029888057822503426,-0.013794223903695264,-0.0086153820776761064
1,26,-0.020181259967908316,-0.011050017795577537,-0.020815031138230751
1,27,0.02313099166882731,-0.0042668159431173257,0.020947110645131453
1,28,0.021446261546200052,-0.0096269552991839688,-0.021785511624501604
1,29,0.025032839124825707,-0.0015226959537666654,0.016384220672044144
1,30,0.030040110929069268,-0.0090078673964885756,-0.0026231954839380997
1,31,-0.0010220310073068843,-0.018544758923482986,0.027075232392473867
2,2,0.38477521941054382
2,3,0.031786017129521282
2,9,-0.030370915604225994,-0.0020023685191888729
2,10,-0.0012149645243307865,0.033743249764381908
2,11,-0.032301479231222306,0.0018324192276251011
2,12,0.031164730694677709,0.014683535224057433
2,13,0.013586231264702528,0.0293385272115834
2,14,-0.021229718992607755,-0.02438460084839553
2,15,0.0035942236064619337,-0.02999824848166369
2,16,0.022895810371890323,0.022794782394056596
2,17,-0.0,0.030060393141847264
2,18,0.021765549272897762,0.024458941133124867
2,19,-0.033986953589177152,-0.0024228150687782687
2,21,0.022898100120891447,-0.025253612361723805
2,22,-0.033213237772846169,-0.0046744914585202507
2,23,-0.028248653822037961,-0.013166203735676682
2,24,0.0079430891288448449,0.023662641151501899,0.018983240673398686
2,25,-0.0,0.0084063966452186303,-0.030923060354449958
2,26,-0.019091318937641991,0.017997906479238032,-0.015774900478613008
2,27,-0.018830907121575098,-0.024183829443901975,-0.014610913827065971
2,28,-0.0,-0.021108513611824854,-0.022354609094240856
2,29,-0.020954867907849249,-0.018790465728423814,0.0
2,30,0.021668691856294855,0.023637036573269248,0.011824370036497412
2,31,-0.0038547452841630274,-0.03140205047547865,-0.0035775001447787532
3,3,0.39750939762471238
3,4,-0.035923444847185224
3,5,-0.033996877356645333
3,6,-0.036865881544000854
3,7,-0.03485524572723319
3,8,0.0041646194011999409,-0.031257702321430436
3,9,0.0020622457758773774,0.031676958069672981
3,10,-0.024083143410428765,-0.025722524670269038
3,11,0.018152632356307485,-0.029120221806482806
3,12,0.027400285518274566,0.019510983152338457
3,14,-0.030829993571553634,-0.012450085827857579
3,15,0.029680392568333536,0.0099271533558319778
3,16,-0.01680214822133352,-0.029075999507856727
3,17,0.021047149926735311,0.0208431180467579
3,19,-0.019221771510999554,-0.027572359893100532
3,20,0.016299617140399583,0.028510050232967255
3,21,0.030166304521979308,0.018832164632313585
3,22,0.033217372237727208,0.012587479785808937
3,23,0.013554700884567941,0.026375759778394837
3,25,0.0,-0.027225955043614348,-0.020570197673799483
3,26,-0.022893561568550047,0.0040376129537467902,-0.019840909670506706
3,29,-0.012297659576118508,0.02222537646804849,0.012182956522077687
3,31,-0.010566548191618532,-0.027625819992604418,-0.01115288358380402
4,4,-0.25297573612660829
4,5,-0.031696264841022628
4,6,-0.035632496097004439
4,8,-0.017629522034466358,0.027411765162108352
4,9,-0.022386309855635583,0.018852691163560895
4,10,0.011865318376575848,-0.03367748299910029
4,11,0.0072592305081041059,-0.033635602536494356
4,12,-0.0064299062241662446,0.035129386966752232
4,13,0.034703223296385408,-0.0068233753936357278
4,14,-0.024203975530238508,-0.019588714916160849
4,15,-0.0,-0.032586448480403991
4,16,-0.035049480166172889,-0.011347125936427227
4,17,-0.0017740454283304685,0.030596488913206647
4,18,0.018143598009310081,0.029347655789877108
4,20,-0.015690630250668344,-0.030183860121886071
4,22,0.022411229566447359,0.024363062725624041
4,23,0.023116571627588123,-0.017994617934409308
4,24,-0.026588236357415154,-0.0,-0.015145049209103756
4,25,-0.03342346893368723,0.002970244824394311,0.0011823564993159617
4,26,0.021144349176244498,-0.010980547603181134,0.021833574976711189
4,28,0.0085306223238422949,0.019209466869263423,-0.023609230699559801
4,29,-0.010090803818823685,-0.008083757522429012,-0.025710299830355925
4,31,0.0,0.0057198911150762709,-0.031420971963803029
5,5,0.34278809288804402
5,7,-0.034434905905718259
5,8,-0.033366749352201228,0.0055142993077950076
5,9,-0.0044624202081191781,0.031466879535874591
5,10,-0.0,-0.031088384611879748
5,13,0.0085855870241119767,0.031396907075818888
5,14,0.0075087090517489191,0.030627285613976742
5,15,-0.015557402513268502,0.027890905859265569
5,16,-0.021150619598712603,0.024963906047746766
5,17,0.027227036948309531,-0.014385825458733082
5,18,0.032349009672527157,0.0
5,19,0.028507111410627211,0.018939112474795784
5,20,0.031275142202507947,0.0056988797299549207
5,21,-0.032656418778738157,0.00020207556823164996
5,22,-0.015717696029679113,-0.027423497159921217
5,23,-0.0029678758132517099,0.030142470285937167
5,24,-0.0033173107664316737,-0.018945444171024544,0.023201045915227154
5,25,0.01013858548337794,-0.032509899098302278,-0.0
5,26,-0.010842219377866355,0.023002235658374632,-0.01593158684752314
5,27,-0.0081811940575260613,0.018103685642196748,0.027516876021513419
5,28,-0.010619163768262914,0.017977367273823316,0.025977303672308175
5,29,0.015818276377239218,-0.01461476538787659,0.019307288195333991
5,30,-0.02414111332639329,-0.00711132998473607,0.021616467407977437
5,31,-0.01749279289273032,-0.022350884030138869,0.01577954324223638
6,6,-0.62543818892515812
6,7,0.033621179433612147
6,8,0.0,-0.033671860658540539
6,9,0.028845125914147011,-0.0057395441052074886
6,11,0.031981409583648708,-0.0044152452504434992
6,12,-0.036137315467484207,-0.0037008038342544441
6,14,-0.020969094556089609,-0.021742391350941997
6,15,0.031813517646979976,0.0
6,16,0.030008691849391474,0.018521204496626573
6,17,-0.0,0.029351951108484771
6,18,0.034164379278186718,-0.0
6,19,-0.033895749546070199,-0.0048368228842963152
6,20,-0.016102036020578466,-0.029853114924656046
6,21,-0.02621606105943346,-0.02583066689443321
6,23,0.0016487435292913178,0.030871685966149268
6,24,-0.0,-0.023370424159256435,-0.017859625593487066
6,25,-0.017607144342292734,0.029925610426410801,-0.0023126263013312767
6,27,-0.025556849845723671,0.0032774762812928611,0.022258146025227077
6,28,0.002699281272414093,0.026173452598903788,-0.018793110262055907
6,29,0.019589697730812448,-0.0032342605031957963,-0.020572612932891504
6,30,0.020867247499219959,-0.0077631742000536189,0.027019718245336513
6,31,0.007036982339456448,-0.029787662578287459,0.0021615548534828439
7,7,0.39605204142071027
7,9,-0.029314401406537741,-0.0
7,11,-0.030807760629766982,0.012734194614213235
7,12,-0.019431159003797209,-0.030382181094415532
7,13,-0.0,0.035324205352062057
7,14,0.0027271025577234351,-0.031248845831956015
7,15,-0.0051675292376322478,0.032726166584640969
7,16,0.0,-0.034888226294025645
7,17,-0.030169814381105949,-0.0
7,19,-0.015127047002657639,-0.028490108611877823
7,20,-0.01106910702128068,0.031966379526273375
7,21,-0.021084903330159773,0.026791006785324513
7,22,0.032706416513955734,-0.010077432741885134
7,23,-0.031464546459786795,-0.0045611458387944193
7,24,-0.018559762433313583,-0.0020749566017696981,0.023919223308422173
7,25,0.023716950119218875,0.019916785366405891,0.017071681496385941
7,26,0.021033597012332258,-0.0090254099383131961,0.02025967633103436
7,27,-0.017750434422526509,0.024909740620906513,-0.01151034057747276
7,28,0.016673466681376925,-0.0046302273646020064,-0.027465799791435611
7,29,0.020736414636143591,0.012135238801238072,-0.016727143399143069
7,30,-0.030885341062779414,0.01332320666036254,0.0
8,8,2.0,-2.0
8,9,-0.010146816904638355,0.0065011141999841834,-0.024708869063885884,-0.012154604258400646
8,10,0.024770670578009295,0.023716885739827526,0.0,-0.003082525601257791
8,11,0.0,-0.01655261326136348,0.028598672751406928,-0.0094460127186041278
8,13,0.0066428322338157606,-0.018414587866615904,0.02172170450829029,-0.01321146706592552
8,14,-0.010484066883724252,0.011425120573556564,-0.017195500609473838,0.023936743906690032
8,15,-0.025315472192307811,-0.0022041965682331908,0.017059543981248353,0.012352762895624413
8,16,-0.0,0.0072373561046211246,-0.020813838374289802,-0.023561035826943928
8,17,-0.0,0.003117157841554061,0.01372662627410476,-0.026161472130200043
8,18,0.029777697030580374,0.0012927314956426108,-0.0038706814705973111,-0.012555456509185202
8,19,0.019368560770796184,0.0090797439154930749,-0.014854200403817961,-0.017766005508877424
8,20,0.019922792095574623,-0.0038246256928981346,0.016531584521169602,-0.017424553596187074
8,21,-0.0,0.026150527662347805,0.0025610006061743736,0.021551173789189013
8,22,0.019615893511569799,0.0,0.026738422373766894,-0.00060890451914520887
8,23,0.016546152855069551,0.027173436741838711,0.00014351790288955361,-0.0
